Date,Close,High,Low,Open,Volume,Return,Volatility,Momentum,Predicted_Return,Signal,Strategy_Return
2010-02-05,5.88209342956543,5.89834434204499,5.743362002184347,5.796929021216515,850306800,0.0177555449930484,0.0241419657647074,6.139896188463483,0.006445632,1,-0.0177555449930484
2010-02-08,5.841769695281982,5.954921813326952,5.838158380532967,5.889016926329096,478270800,-0.006855337264921,0.0241511172967596,6.116308484758649,0.006445632,1,-0.006855337264921
2010-02-09,5.904061794281006,5.943484095725728,5.860726834641201,5.91098307689227,632886800,0.0106632240311241,0.0242518941039067,6.093680926731655,-0.00327777,-1,0.0106632240311241
2010-02-10,5.87186336517334,5.916402513346541,5.845983078914016,5.895035165286074,370361600,-0.0054536063865142,0.0242253545729168,6.072199776059105,0.006445632,1,0.0054536063865142
2010-02-11,5.97869348526001,6.0111949052638085,5.839962071377975,5.864638978727041,550345600,0.0181935636854717,0.0245853128018368,6.059230827149891,0.0075743673,1,0.0181935636854717
2010-02-12,6.030155181884766,6.068073178458809,5.883298281323169,5.961842358404085,655468800,0.0086075154633082,0.0244359650941747,6.044513679686046,0.008214609,1,0.0086075154633082
2010-02-16,6.121038436889648,6.129765378733116,6.064462380073955,6.0771015794095895,543737600,0.015071462054228,0.0247006520543185,6.035872550237746,0.007665045,1,0.015071462054228
2010-02-17,6.095457553863525,6.148421880884096,6.044598621119907,6.144810567189202,436396800,-0.004179173728424,0.0244546854714958,6.031028951917376,0.008214609,1,-0.004179173728424
2010-02-18,6.106894016265869,6.13578413084111,6.046405702998772,6.067771843810248,422825200,0.0018762270594592,0.0222252830881137,6.013675031207857,-0.0064565227,-1,0.0018762270594592
2010-02-19,6.068976402282715,6.1150198620807625,6.052124001791336,6.074694719136381,415469600,-0.0062089851047291,0.0220489433307381,5.999258767990839,-0.0063314214,-1,0.0062089851047291
2010-02-22,6.03135871887207,6.093953629779706,5.994343951639114,6.08913894570441,390563600,-0.0061983571721411,0.0217979401382999,5.988296077364967,-0.015375583,-1,0.0061983571721411
2010-02-23,5.930243968963623,6.058743752775308,5.889617889778194,6.018719157494267,575094800,-0.0167648376794535,0.0192023802577079,5.987307276044573,0.016525587,1,0.0167648376794535
2010-02-24,6.038580894470215,6.062053631168325,5.953716223438179,5.965452993580057,460566400,0.0182685444432946,0.0186832470313318,5.98385374886649,0.010015241,1,0.0182685444432946
2010-02-25,6.078907012939453,6.104787296426052,5.92512882100587,5.939874619986777,665126000,0.006678078703254,0.0184628156125761,5.978207656315395,0.021332104,1,0.006678078703254
2010-02-26,6.157752513885498,6.174303971386686,6.078907484030895,6.090342912295723,507460800,0.012970341671326,0.0185765391585983,5.973535969143822,0.021332104,1,0.012970341671326
2010-03-01,6.289259910583496,6.304607189244981,6.1827281721855885,6.1917560540675405,550093600,0.0213563952759474,0.0166383399768844,5.987436385381789,-0.0014696459,-1,0.0213563952759474
2010-03-02,6.285048007965088,6.344633085337924,6.251643753271007,6.317548630519751,566546400,-0.0006696976557322,0.0141240718027489,6.011496952601841,0.020475019,1,0.0006696976557322
2010-03-03,6.2994914054870605,6.3157423177666505,6.257661960679383,6.28775543909299,372052800,0.0022980568332442,0.0139470665537592,6.032419068472726,0.022390813,1,0.0022980568332442
2010-03-04,6.341021537780762,6.347341337824556,6.278426628439884,6.297988316082593,366041200,0.006592616708315,0.0139545312436683,6.053699516114735,0.022390813,1,0.006592616708315
2010-03-05,6.588993549346924,6.61156386308845,6.458989040418914,6.468318269506473,899620400,0.0391060036760178,0.0157292580909797,6.08195888428461,0.0023845325,1,0.0391060036760178
2010-03-08,6.592905521392822,6.623299544951842,6.567927665741896,6.620892403858564,429889600,0.0005937131394349,0.0127420722237657,6.120693638211205,0.014038267,1,0.0005937131394349
2010-03-09,6.711474895477295,6.771059980948153,6.557094807948825,6.569734007625535,920259200,0.0179843884763304,0.0127523928728569,6.160187993730817,0.011353725,1,0.0179843884763304
2010-03-10,6.766244888305664,6.7855052333841055,6.716891861213809,6.735850861607487,596218000,0.0081606492881731,0.0123891105675623,6.204210621970041,0.0035404318,1,0.0081606492881731
2010-03-11,6.786107063293457,6.786107063293457,6.720503514606205,6.738259147181756,405700400,0.0029354797698974,0.0123925197411434,6.2462127776373,0.0035404318,1,0.0029354797698974
2010-03-12,6.819209575653076,6.853214914769391,6.793629833356823,6.842380971390462,416323600,0.0048779826269869,0.0120861646233002,6.291324501945859,0.008609532,1,0.0048779826269869
2010-03-15,6.736151218414307,6.7861057251506125,6.6281147386043004,6.782495214348367,493502800,-0.0121800564005711,0.0125166224151075,6.327393917810349,0.00015797533,1,-0.0121800564005711
2010-03-16,6.754508018493652,6.770457588790943,6.696126708957758,6.746382962806636,446908000,0.0027251169821076,0.0125157747759239,6.36188691002982,0.00015797533,1,0.0027251169821076
2010-03-17,6.744576930999756,6.814694606763891,6.718997592087978,6.768049669941151,450956800,-0.0014702902812026,0.0124026405096212,6.391579219273159,0.0025687232,1,-0.0014702902812026
2010-03-18,6.760526180267334,6.771058777827615,6.699135046559087,6.7439739223481565,342109600,0.0023647516264913,0.0122495954463811,6.423249153863816,-0.009252253,-1,0.0023647516264913
2010-03-19,6.688302040100098,6.77828194707869,6.657606269899051,6.764739920050717,559445600,-0.010683212850805,0.0127084613077518,6.450935250236874,0.015425112,1,0.010683212850805
